glcm_contrast_mean,glcm_contrast_std,glcm_dissimilarity_mean,glcm_dissimilarity_std,glcm_homogeneity_mean,glcm_homogeneity_std,glcm_energy_mean,glcm_energy_std,glcm_correlation_mean,glcm_correlation_std,glcm_ASM_mean,glcm_ASM_std,patient_id_str
6.486236699035908,1.795162656164657,0.9909329662409337,0.154365930636177,0.7202354884569004,0.027003031130194154,0.240000707243252,0.0066210975999823,0.9683682609993933,0.00897145534233892,0.05764417841068965,0.003178937831204957,00112
9.634753273412807,2.6346129026190237,1.48337197846271,0.22593228344884672,0.637411956265395,0.02891286884340368,0.2630560056925212,0.006807772984014839,0.9183105808579386,0.022740827253161167,0.06924480790390561,0.0035816361785361663,00353
7.9299404653497,2.3065256344156833,1.4090258375829274,0.2373616871034382,0.6191614929558251,0.03535928471260657,0.2029215965791713,0.006622280992237414,0.9586887281990053,0.012331014516472276,0.041221028963780104,0.002688731044989673,00588
7.046748941154148,2.0763645194399807,1.363365894700544,0.22269697612114112,0.6156333934459483,0.03604927136112028,0.21533229432143838,0.007077299008738255,0.9446669892261079,0.016606057188711332,0.046418085138993655,0.0030571835287587284,00397
6.7723397829608185,1.8509266370497202,0.9970066776071052,0.15413108896542296,0.7280607398068042,0.02683387783606842,0.25956601162259735,0.008044896845649319,0.9727839032458441,0.007651839787924467,0.0674392347549195,0.004176710047706579,00788
11.977599670043094,3.1802110370294825,1.7907458275854058,0.2715147486722105,0.5690013090406119,0.03194413349202555,0.23815737294830877,0.005176247147558872,0.9452385558724345,0.014810475149432746,0.05674572782417244,0.0024656841763482287,00730
8.679675632788786,2.381351379794693,1.40642413316077,0.2153352109499296,0.6270593604913682,0.03276535066656055,0.2243596264579909,0.006134383236510359,0.9527347576222441,0.01325847868810866,0.050374872642061586,0.0027571573564538145,00283
9.068576859809985,2.593088736854781,1.5692077595092724,0.2526024156596157,0.6021986034923072,0.03134847422810473,0.21724254265318935,0.005677654154176841,0.9455281680755236,0.015839210621775495,0.047226558095117235,0.0024661439137286688,00619
7.062953981376722,2.083733447131821,1.1756593083498665,0.19940709143872706,0.6769085845269769,0.03318040541690829,0.2531068075428543,0.006840897717845594,0.9720285168513807,0.00841007243386084,0.06410985390612152,0.0034643612435397435,00806
9.31379437368251,2.521927860913701,1.416012234368223,0.22165162492380197,0.6383828657191386,0.03245000924872143,0.1938430238030281,0.006509243186187939,0.918350738708527,0.022601933735119623,0.03761748812395825,0.002523944600180514,00401
6.715777626867762,1.891009110288461,1.233173021033545,0.18822351773708326,0.6656107609161532,0.028138109605476313,0.23820760244190342,0.00756095942406982,0.9379512921508764,0.017834797525929962,0.056800029968532346,0.003603195082786838,00238
8.062035604539968,2.201014512488918,1.4349193659324855,0.22875423209655313,0.6082608704363459,0.03663006952535622,0.21026715940226148,0.005720883394246967,0.9605231554609208,0.010987674885444871,0.04424500682990662,0.0024105101201197594,00624
9.492830993474506,2.6243349998915937,1.590883947392897,0.24403298135145596,0.5827748993502669,0.032851088952011456,0.21325328600854102,0.005790400206847615,0.9501338790974224,0.014101311967436109,0.04551049272799606,0.0024711160502643792,00709
6.683276241552497,1.8745613038090927,1.2573523428296896,0.1945812627085571,0.6478928189781212,0.03130995060559333,0.22201336204228334,0.00714630363998567,0.9371436349861253,0.01803020414587705,0.04934100258103284,0.0031768126450472897,00290
4.36729854319084,1.2611433359444,0.9528809956057422,0.15625250667372187,0.7118274638804669,0.02957490399847597,0.25734055434469183,0.007587521069591566,0.9732404295255807,0.007899113275402641,0.06628173138641477,0.003908710943784975,00575
7.787957517321289,2.162509501894664,1.524315310349372,0.22776167397040556,0.5786144286098533,0.03303965351880234,0.2542161138775235,0.005409190886534404,0.951786695014475,0.01359915826982422,0.06465509190103697,0.002752334090206663,00324
7.321178685326128,2.0418482977854975,1.3291013808590129,0.21712809863826166,0.6303548243933883,0.03351419818765701,0.21572022313420344,0.00628763482467141,0.965048907693143,0.009975159182086711,0.04657474902075894,0.0027125942463479707,00574
7.004789872861004,1.8739733467031707,1.2497409799507109,0.18588088935707953,0.6474261552448304,0.030833407160615223,0.24160061280443224,0.006276911761479672,0.9629264010013086,0.010149982654227126,0.05841025572873859,0.0030329693759495076,00192
8.188249692905645,2.2746277574163676,1.5108501427940384,0.24102884819961082,0.5943402338646467,0.0343365809598799,0.21625098267695606,0.00568788936033968,0.9605150569038969,0.011192661102629948,0.046796839594124603,0.0024600258874961085,00601
9.317701108058477,2.6008835727089754,1.4662274910487338,0.23307334165436983,0.6183808017879125,0.033902975887866796,0.21178456718537786,0.006521021211178201,0.9563580500732004,0.012482288472626222,0.044895226615534474,0.002761678028798233,00744
6.495814870535996,1.871395528054404,1.1465444376201255,0.18060450500651817,0.680969450287032,0.029424089428436863,0.2187930877795329,0.006103729188704394,0.9682695076783016,0.009336190948900619,0.047907670770111446,0.0026708254499791793,00150
